Date,Price,Exogenous 1,Exogenous 2
12/01/2016 17:00,41.94,76400,69923
12/01/2016 18:00,46.99,78993,74924
12/01/2016 19:00,45.39,79815,77737
12/01/2016 20:00,38.08,75918,74412
12/01/2016 21:00,30.51,71668,70187
12/01/2016 22:00,29.93,70140,66350
12/01/2016 23:00,26.24,68651,70088
13/01/2016 00:00,21,66323,68001
13/01/2016 01:00,19.66,64261,62316
13/01/2016 02:00,18.13,63601,62178
13/01/2016 03:00,15.76,62170,59197
13/01/2016 04:00,18.05,61973,57228
13/01/2016 05:00,20.83,62911,58349
13/01/2016 06:00,29.88,66471,62376
13/01/2016 07:00,46.83,74001,70124
13/01/2016 08:00,47.05,77441,75553
13/01/2016 09:00,47.39,78547,75890
13/01/2016 10:00,46.82,79227,76027
13/01/2016 11:00,46.5,78737,75071
13/01/2016 12:00,45.8,78204,75326
13/01/2016 13:00,41.34,77529,74947
13/01/2016 14:00,39.02,76526,72587
13/01/2016 15:00,37.44,76121,70425
13/01/2016 16:00,39.58,76650,70442
13/01/2016 17:00,43,78128,71376
13/01/2016 18:00,50.07,81232,76825
13/01/2016 19:00,49.98,82509,79772
13/01/2016 20:00,41.1,79923,76094
13/01/2016 21:00,34.15,75747,71743
13/01/2016 22:00,38.09,74878,67630
13/01/2016 23:00,36,72644,71347
14/01/2016 00:00,26.4,67430,69074
14/01/2016 01:00,23.06,63919,64975
14/01/2016 02:00,22.22,64308,65100
14/01/2016 03:00,22.03,62538,62067
14/01/2016 04:00,22.53,62317,59871
14/01/2016 05:00,23.9,63460,60298
14/01/2016 06:00,33.18,68544,64531
14/01/2016 07:00,44.41,74001,72118
14/01/2016 08:00,46.94,77739,77702
14/01/2016 09:00,46.3,78411,77624
14/01/2016 10:00,47.51,78848,78120
14/01/2016 11:00,47.21,77701,77568
14/01/2016 12:00,48.37,76780,77924
14/01/2016 13:00,50,76089,77133
14/01/2016 14:00,45.7,74537,74623
14/01/2016 15:00,42.99,73854,72941
14/01/2016 16:00,42.34,73699,71964
14/01/2016 17:00,47.52,74427,73080
14/01/2016 18:00,54.1,77371,78189
14/01/2016 19:00,53.9,78765,81137
14/01/2016 20:00,47.28,75725,77619
14/01/2016 21:00,34.37,72694,73126
14/01/2016 22:00,35.51,71933,69165
14/01/2016 23:00,30.16,70536,73261
15/01/2016 00:00,35.64,68560,70840
15/01/2016 01:00,28,64263,66531
15/01/2016 02:00,24.36,63487,66858
15/01/2016 03:00,23.5,61803,63490
15/01/2016 04:00,22.94,62490,61820
15/01/2016 05:00,27,63099,62710
15/01/2016 06:00,33.4,68166,67260
15/01/2016 07:00,42.69,74430,74358
15/01/2016 08:00,47.52,78085,81166
15/01/2016 09:00,48,78167,80235
15/01/2016 10:00,48,77751,80391
15/01/2016 11:00,46.95,76810,81156
15/01/2016 12:00,44,76027,81216
15/01/2016 13:00,42.05,75105,79865
15/01/2016 14:00,39.99,73940,77448
15/01/2016 15:00,37.65,73254,75413
15/01/2016 16:00,38,73067,74344
15/01/2016 17:00,45.26,75169,76582
15/01/2016 18:00,48.04,78974,81562
15/01/2016 19:00,49.98,79951,83791
15/01/2016 20:00,46,77664,80179
15/01/2016 21:00,42.7,75596,76194
15/01/2016 22:00,42.1,74846,72411
15/01/2016 23:00,40.5,74594,76462
16/01/2016 00:00,32.1,70561,74012
16/01/2016 01:00,29.31,66195,69320
16/01/2016 02:00,25.58,65082,69353
16/01/2016 03:00,24.73,63775,65279
16/01/2016 04:00,24.08,63400,63448
16/01/2016 05:00,25.32,62767,62630
16/01/2016 06:00,24.77,64673,65216
16/01/2016 07:00,27.61,67542,66940
16/01/2016 08:00,33.27,70544,70815
16/01/2016 09:00,38.75,73051,73040
16/01/2016 10:00,40.35,74095,75587
16/01/2016 11:00,39,73672,75099
16/01/2016 12:00,37.06,73204,75622
16/01/2016 13:00,36.06,72515,76649
16/01/2016 14:00,33.32,70479,72767
16/01/2016 15:00,32.1,68602,69603
16/01/2016 16:00,34.1,68552,67808
16/01/2016 17:00,39.77,72343,68362
16/01/2016 18:00,49.5,75858,74521
16/01/2016 19:00,52.56,77415,77440
16/01/2016 20:00,44.78,75339,75075
16/01/2016 21:00,39.24,72861,72131
16/01/2016 22:00,41.95,72870,69589
16/01/2016 23:00,40.06,73425,74612
17/01/2016 00:00,37.86,71912,73414
17/01/2016 01:00,34.6,68522,68631
17/01/2016 02:00,32.12,66083,68504
17/01/2016 03:00,29.01,63859,64927
17/01/2016 04:00,24.37,62642,62735
17/01/2016 05:00,24.36,62955,61756
17/01/2016 06:00,27.64,63419,63358
17/01/2016 07:00,29.99,64414,64968
17/01/2016 08:00,32.4,66749,67370
17/01/2016 09:00,34.56,68839,68947
17/01/2016 10:00,37.06,70951,72120
17/01/2016 11:00,38.1,72337,72657
17/01/2016 12:00,38.56,72611,74052
17/01/2016 13:00,36.2,71863,75219
17/01/2016 14:00,34.88,70219,69812
17/01/2016 15:00,32.45,68713,66866
17/01/2016 16:00,31.94,69830,65374
17/01/2016 17:00,39.49,72142,66639
17/01/2016 18:00,47.84,76045,72759
17/01/2016 19:00,51.81,79594,77628
17/01/2016 20:00,46.5,77883,76119
17/01/2016 21:00,40.87,75458,73793
17/01/2016 22:00,40.63,74847,70960
17/01/2016 23:00,38.79,73782,75158
18/01/2016 00:00,38.14,71901,73806
18/01/2016 01:00,35.66,68988,68762
18/01/2016 02:00,31.92,68924,69054
18/01/2016 03:00,25.94,67486,66435
18/01/2016 04:00,23.51,67065,64754
18/01/2016 05:00,31.21,68824,66107
18/01/2016 06:00,39.3,73703,70627
18/01/2016 07:00,51.23,79845,78508
18/01/2016 08:00,49.98,82136,84606
18/01/2016 09:00,50.54,83015,85023
18/01/2016 10:00,50.5,82682,85752
18/01/2016 11:00,51.01,82228,84960
18/01/2016 12:00,50.37,81075,85118
18/01/2016 13:00,52.99,80287,84749
18/01/2016 14:00,54.2,79767,82008
18/01/2016 15:00,52.06,79048,79672
18/01/2016 16:00,49.66,79498,78979
18/01/2016 17:00,62.55,82867,80536
18/01/2016 18:00,73.07,84290,85914
18/01/2016 19:00,66.37,84536,89541
18/01/2016 20:00,55.14,83923,85612
18/01/2016 21:00,51.8,81328,80687
18/01/2016 22:00,49.98,79715,76802
18/01/2016 23:00,46.75,78220,80611
19/01/2016 00:00,39.8,75963,77960
19/01/2016 01:00,36.79,71594,72605
19/01/2016 02:00,35.87,71243,72819
19/01/2016 03:00,32,69777,69802
19/01/2016 04:00,31.83,69447,68031
19/01/2016 05:00,38.88,71330,68851
19/01/2016 06:00,43.47,75823,72439
19/01/2016 07:00,54.1,80497,79970
19/01/2016 08:00,65.71,82647,86101
19/01/2016 09:00,65.35,83639,86068
19/01/2016 10:00,64.54,83737,86012
19/01/2016 11:00,62.01,83261,85386
19/01/2016 12:00,58.98,82771,85734
19/01/2016 13:00,58.53,82517,85168
19/01/2016 14:00,55.81,81191,82094
19/01/2016 15:00,55.5,80160,79615
19/01/2016 16:00,56.21,79532,78913
19/01/2016 17:00,70.07,82049,80216
19/01/2016 18:00,90.08,83381,84880
19/01/2016 19:00,78.91,83903,88388
19/01/2016 20:00,60.03,83396,84637
19/01/2016 21:00,53.03,80931,79904
19/01/2016 22:00,49.74,79222,76116
19/01/2016 23:00,45,77846,79908
20/01/2016 00:00,42.21,76263,77668
20/01/2016 01:00,39.68,74996,72645
20/01/2016 02:00,36.64,73331,72942
20/01/2016 03:00,34.47,71016,69994
20/01/2016 04:00,33.49,70613,67991
20/01/2016 05:00,37.27,72254,68643
20/01/2016 06:00,42.04,75944,72535
20/01/2016 07:00,55.08,80676,80523
20/01/2016 08:00,61.08,82806,85880
20/01/2016 09:00,62.5,83215,86311
20/01/2016 10:00,64.64,83296,86238
20/01/2016 11:00,61.58,82762,85265
20/01/2016 12:00,58.6,81919,85067
20/01/2016 13:00,57.8,81691,83868
20/01/2016 14:00,54.95,80550,80856
20/01/2016 15:00,52.42,80781,78236
20/01/2016 16:00,72.01,75333,77363
20/01/2016 17:00,103.18,75398,78509
20/01/2016 18:00,127.65,79908,83843
20/01/2016 19:00,93.62,80974,87279
20/01/2016 20:00,67.62,79463,84008
20/01/2016 21:00,60.33,76975,79652
20/01/2016 22:00,52.32,76039,76136
20/01/2016 23:00,46.57,77392,79884
21/01/2016 00:00,41.73,74608,77688
21/01/2016 01:00,40.1,72376,73351
21/01/2016 02:00,38.53,72442,73635
21/01/2016 03:00,37.33,69858,70462
21/01/2016 04:00,36.62,68967,68486
21/01/2016 05:00,38.41,70016,68982
21/01/2016 06:00,43.91,73047,73029
21/01/2016 07:00,70.01,78265,80724
21/01/2016 08:00,86.87,79469,86153
21/01/2016 09:00,85.3,79757,85878
21/01/2016 10:00,74.94,79094,85824
21/01/2016 11:00,70.12,78413,85037
21/01/2016 12:00,59.91,78119,84593
21/01/2016 13:00,57.69,76736,83242
21/01/2016 14:00,57.99,74438,79790
21/01/2016 15:00,61.05,72703,77499
21/01/2016 16:00,57.43,72730,75719
21/01/2016 17:00,88.96,74210,76725
21/01/2016 18:00,95.95,78951,82732
21/01/2016 19:00,85.46,80020,86487
21/01/2016 20:00,60.01,77957,83361
21/01/2016 21:00,46.38,78517,79035
21/01/2016 22:00,45.82,76817,75525
21/01/2016 23:00,44.57,76663,79364
22/01/2016 00:00,40.45,74058,77341
22/01/2016 01:00,39.21,72767,72953
22/01/2016 02:00,37.48,71582,73594
22/01/2016 03:00,36.07,69110,70108
22/01/2016 04:00,34.55,67865,68333
22/01/2016 05:00,34.55,69190,69038
22/01/2016 06:00,39.8,73356,72965
22/01/2016 07:00,49.26,78326,80827
22/01/2016 08:00,52.5,81151,85962
22/01/2016 09:00,52.51,81248,85248
22/01/2016 10:00,50.37,81820,85026
22/01/2016 11:00,49.06,81188,84856
22/01/2016 12:00,50.37,80327,84133
22/01/2016 13:00,44.18,78759,82220
22/01/2016 14:00,41,76910,78482
22/01/2016 15:00,37.77,76338,75973
22/01/2016 16:00,37.24,75405,74577
22/01/2016 17:00,46.52,78530,76032
22/01/2016 18:00,53.1,82604,80573
22/01/2016 19:00,48.25,82532,83189
22/01/2016 20:00,41.49,78726,79750
22/01/2016 21:00,36.5,74951,75531
22/01/2016 22:00,40.62,74421,71958
22/01/2016 23:00,39.12,74407,75645
23/01/2016 00:00,33.26,71300,73316
23/01/2016 01:00,29.47,67545,68115
23/01/2016 02:00,25.07,66046,68105
23/01/2016 03:00,22.99,64020,63917
23/01/2016 04:00,22.68,63190,61781
23/01/2016 05:00,25.21,63680,60645
23/01/2016 06:00,32.16,66531,62362
23/01/2016 07:00,33.44,68620,64386
23/01/2016 08:00,34.72,71499,67013
23/01/2016 09:00,35.99,72050,69355
23/01/2016 10:00,37,73209,71942
23/01/2016 11:00,37.13,72995,71520
23/01/2016 12:00,39.44,73094,71646
23/01/2016 13:00,35.61,71876,72352
23/01/2016 14:00,29.88,69088,67285
23/01/2016 15:00,30,67230,63988
23/01/2016 16:00,29.7,68372,61913
23/01/2016 17:00,36.97,71588,61970
23/01/2016 18:00,42.6,74791,67674
23/01/2016 19:00,41.37,75834,71107
23/01/2016 20:00,37.29,73003,69185
23/01/2016 21:00,32.71,70920,66125
23/01/2016 22:00,36.96,71475,63936
23/01/2016 23:00,33.26,70683,68384
24/01/2016 00:00,36.35,68872,67254
24/01/2016 01:00,30.64,65689,63981
24/01/2016 02:00,31.26,64837,63941
24/01/2016 03:00,29.85,62696,59941
24/01/2016 04:00,25.67,60366,57349
24/01/2016 05:00,23.41,60417,56113
24/01/2016 06:00,21.41,61593,57054
24/01/2016 07:00,30.55,63284,58598
24/01/2016 08:00,32,64465,59826
24/01/2016 09:00,33.14,66321,61375
24/01/2016 10:00,33.98,68014,64209
24/01/2016 11:00,34,68310,64865
24/01/2016 12:00,34.93,68481,65916
24/01/2016 13:00,31.08,66863,66884
24/01/2016 14:00,24.84,63719,60446
24/01/2016 15:00,23.99,62737,57053
24/01/2016 16:00,25.04,62709,55146
24/01/2016 17:00,32.88,65075,55714
24/01/2016 18:00,36.09,69045,61301
24/01/2016 19:00,36.59,70779,66577
24/01/2016 20:00,36.5,70123,65875
24/01/2016 21:00,34.7,68717,63492
24/01/2016 22:00,36.26,68761,61200
24/01/2016 23:00,36.09,68738,65264
25/01/2016 00:00,33.64,66030,63961
25/01/2016 01:00,30.95,64369,59885
25/01/2016 02:00,24.99,64131,60212
25/01/2016 03:00,23.12,62536,57221
25/01/2016 04:00,20.33,62090,55222
25/01/2016 05:00,24.96,63364,56459
25/01/2016 06:00,33.34,67183,60800
25/01/2016 07:00,42.57,73096,69116
25/01/2016 08:00,42.75,77351,73948
25/01/2016 09:00,39.5,76371,73531
25/01/2016 10:00,36.62,75701,73155
25/01/2016 11:00,35.6,74896,71816
25/01/2016 12:00,34.75,74176,71754
25/01/2016 13:00,32.26,73896,71420
25/01/2016 14:00,30.61,72369,68292
25/01/2016 15:00,29.73,71684,65927
25/01/2016 16:00,31.17,71453,64469
25/01/2016 17:00,34.96,73423,65342
25/01/2016 18:00,38.47,76841,70320
25/01/2016 19:00,38.04,77910,74792
25/01/2016 20:00,33.08,73741,71368
25/01/2016 21:00,25.32,69298,66880
25/01/2016 22:00,23.93,68209,63510
25/01/2016 23:00,26.11,69508,67306
26/01/2016 00:00,25.07,65534,65101
26/01/2016 01:00,25.62,62429,60762
26/01/2016 02:00,24.95,61763,60948
26/01/2016 03:00,17.48,59780,57605
26/01/2016 04:00,18.33,59431,55696
26/01/2016 05:00,21.87,59890,56636
26/01/2016 06:00,27.09,67401,60353
26/01/2016 07:00,37.02,74721,68189
26/01/2016 08:00,43.14,76824,73408
26/01/2016 09:00,40.18,76061,73294
26/01/2016 10:00,38.03,75536,73068
26/01/2016 11:00,36.84,74801,72353
26/01/2016 12:00,36.62,73896,72677
26/01/2016 13:00,32.31,72485,72464
26/01/2016 14:00,32.15,71072,69363
26/01/2016 15:00,30.09,70255,66862
26/01/2016 16:00,30.62,70296,66045
26/01/2016 17:00,32.87,70762,67046
26/01/2016 18:00,38.98,74935,71554
26/01/2016 19:00,40.93,76654,75433
26/01/2016 20:00,30.23,70580,72041
26/01/2016 21:00,27.12,67629,67271
26/01/2016 22:00,29.08,66520,63491
26/01/2016 23:00,28.59,67727,67264
27/01/2016 00:00,24.95,65645,65472
27/01/2016 01:00,21.9,62552,60191
27/01/2016 02:00,21.19,61551,60148
27/01/2016 03:00,13.41,59929,56756
27/01/2016 04:00,12.2,58733,54495
27/01/2016 05:00,17.65,59190,55263
27/01/2016 06:00,26.79,64206,58917
27/01/2016 07:00,35.07,71517,66487
27/01/2016 08:00,36.14,74187,71235
27/01/2016 09:00,32.96,73252,71427
27/01/2016 10:00,31.66,72555,70982
27/01/2016 11:00,33.93,72573,70208
27/01/2016 12:00,30.53,72469,70394
27/01/2016 13:00,27.11,71662,70530
27/01/2016 14:00,27.06,71043,67594
27/01/2016 15:00,25.62,69661,65067
27/01/2016 16:00,26.87,69601,64194
27/01/2016 17:00,31.18,70088,65181
27/01/2016 18:00,36.59,73509,69308
27/01/2016 19:00,36.29,74905,73002
27/01/2016 20:00,27.85,69447,69410
27/01/2016 21:00,25.52,66505,64514
27/01/2016 22:00,27.21,65322,61022
27/01/2016 23:00,27.55,66203,64561
28/01/2016 00:00,16.4,62522,62553
28/01/2016 01:00,16.04,59362,58014
28/01/2016 02:00,15.11,58842,58157
28/01/2016 03:00,12.95,58134,54648
28/01/2016 04:00,13.23,59309,52533
28/01/2016 05:00,17.39,59978,53031
28/01/2016 06:00,23.41,64536,57294
28/01/2016 07:00,32.39,72715,65147
28/01/2016 08:00,34.52,75058,69944
28/01/2016 09:00,34.71,75154,69787
28/01/2016 10:00,35.9,75647,69751
28/01/2016 11:00,39.92,76654,69766
28/01/2016 12:00,38.61,76168,70263
28/01/2016 13:00,37.45,75589,70391
28/01/2016 14:00,33.4,74308,67530
28/01/2016 15:00,31.02,73645,65567
28/01/2016 16:00,33.58,74517,64394
28/01/2016 17:00,39.05,76487,65778
28/01/2016 18:00,51.78,79241,70837
28/01/2016 19:00,47.03,80650,74651
28/01/2016 20:00,35.4,76249,71201
28/01/2016 21:00,27.61,72063,66274
28/01/2016 22:00,28.06,71154,62928
28/01/2016 23:00,29.27,71535,66634
29/01/2016 00:00,32.23,68949,64629
29/01/2016 01:00,21.91,64901,60316
29/01/2016 02:00,19.06,63720,60565
29/01/2016 03:00,18.08,59533,57250
29/01/2016 04:00,16.03,59595,55380
29/01/2016 05:00,19.63,60125,56148
29/01/2016 06:00,28.27,67545,60040
29/01/2016 07:00,40.1,74861,68082
29/01/2016 08:00,36.65,76638,72959
29/01/2016 09:00,38.61,75539,72272
29/01/2016 10:00,38.52,74610,72126
29/01/2016 11:00,36.44,73723,72584
29/01/2016 12:00,32.59,72733,73043
29/01/2016 13:00,30.01,71541,72431
29/01/2016 14:00,28.62,69935,68873
29/01/2016 15:00,27.81,68980,66477
29/01/2016 16:00,26.2,67906,64779
29/01/2016 17:00,29.4,70343,66412
29/01/2016 18:00,37.74,75395,70156
29/01/2016 19:00,32.65,76424,73461
29/01/2016 20:00,27.2,71787,69994
29/01/2016 21:00,29.03,68436,66123
29/01/2016 22:00,27.11,68146,62777
29/01/2016 23:00,33.57,68862,66773
30/01/2016 00:00,22.87,62288,64644
30/01/2016 01:00,16.8,60051,59154
30/01/2016 02:00,18.67,57674,58684
30/01/2016 03:00,13.67,56205,54923
30/01/2016 04:00,8.52,54130,52891
30/01/2016 05:00,12.22,54352,51983
30/01/2016 06:00,13.69,54383,53737
30/01/2016 07:00,20.54,57323,55980
30/01/2016 08:00,17.32,59461,58441
30/01/2016 09:00,20.93,61849,60485
30/01/2016 10:00,19.42,62051,62621
30/01/2016 11:00,19.06,62348,62456
30/01/2016 12:00,19.48,62279,63447
30/01/2016 13:00,18.13,61210,64867
30/01/2016 14:00,16.85,59679,60314
30/01/2016 15:00,17.41,59342,57651
30/01/2016 16:00,17.51,59539,56111
30/01/2016 17:00,20.75,62732,56800
30/01/2016 18:00,28.19,66937,60865
30/01/2016 19:00,28.37,67383,64719
