Date,Price,Exogenous 1,Exogenous 2
29/12/2017 19:00,29.81,54414,1421
29/12/2017 20:00,28.49,52784,1445
29/12/2017 21:00,27.73,51418,1471
29/12/2017 22:00,26.9,49706,1396
29/12/2017 23:00,26.68,48124,1352
30/12/2017 00:00,27.3,46596,1571
30/12/2017 01:00,26.86,45589,1595
30/12/2017 02:00,26.39,45029,1632
30/12/2017 03:00,26.06,44836,1726
30/12/2017 04:00,26.06,45120,1855
30/12/2017 05:00,26.37,45942,1925
30/12/2017 06:00,26.79,46867,1966
30/12/2017 07:00,26.71,48419,1950
30/12/2017 08:00,26.95,50099,1963
30/12/2017 09:00,27.35,51688,1948
30/12/2017 10:00,27.45,52919,1908
30/12/2017 11:00,27.44,53299,1932
30/12/2017 12:00,27.34,53022,2079
30/12/2017 13:00,27.31,52828,2135
30/12/2017 14:00,27.34,52968,2176
30/12/2017 15:00,27.51,53993,2209
30/12/2017 16:00,27.84,55306,2237
30/12/2017 17:00,27.93,55794,2261
30/12/2017 18:00,27.65,55203,2332
30/12/2017 19:00,27.34,53811,2374
30/12/2017 20:00,26.55,52271,2479
30/12/2017 21:00,26.23,51084,2586
30/12/2017 22:00,25.96,49703,2636
30/12/2017 23:00,25.59,48023,2683
31/12/2017 00:00,26.98,45510,1110
31/12/2017 01:00,26.44,44492,1108
31/12/2017 02:00,26.2,43920,965
31/12/2017 03:00,25.9,43817,877
31/12/2017 04:00,25.37,44030,721
31/12/2017 05:00,25.49,44801,707
31/12/2017 06:00,25.97,45899,848
31/12/2017 07:00,26.01,47327,948
31/12/2017 08:00,26.38,48642,1212
31/12/2017 09:00,26.97,49844,1536
31/12/2017 10:00,27.49,50924,1899
31/12/2017 11:00,27.53,51299,2430
31/12/2017 12:00,27.48,51165,2997
31/12/2017 13:00,27.34,51111,3497
31/12/2017 14:00,27.39,51612,3678
31/12/2017 15:00,27.66,52458,3542
31/12/2017 16:00,27.98,53412,3354
31/12/2017 17:00,27.92,53409,3002
31/12/2017 18:00,27.56,52177,2651
31/12/2017 19:00,26.75,50314,2378
31/12/2017 20:00,26.08,48762,2293
31/12/2017 21:00,25.83,48126,2289
31/12/2017 22:00,25.78,47369,2326
31/12/2017 23:00,25.43,46400,2292
01/01/2018 00:00,26.31,45015,1792
01/01/2018 01:00,26.43,44230,1701
01/01/2018 02:00,26.09,43534,1944
01/01/2018 03:00,24.63,43211,2197
01/01/2018 04:00,24.67,43062,2365
01/01/2018 05:00,24.24,43251,2642
01/01/2018 06:00,24.18,43775,2829
01/01/2018 07:00,24.29,44572,2805
01/01/2018 08:00,24.15,45388,2827
01/01/2018 09:00,24.26,46416,2847
01/01/2018 10:00,25.84,47773,3033
01/01/2018 11:00,26.06,48622,3256
01/01/2018 12:00,25.86,48929,3442
01/01/2018 13:00,25.96,49183,3612
01/01/2018 14:00,26.03,49668,3623
01/01/2018 15:00,26.43,50808,3414
01/01/2018 16:00,27.02,51687,3083
01/01/2018 17:00,27.43,52113,2747
01/01/2018 18:00,27.3,51602,2536
01/01/2018 19:00,26.97,50705,2421
01/01/2018 20:00,26.69,49675,2318
01/01/2018 21:00,26.45,48900,2227
01/01/2018 22:00,26.07,47324,2086
01/01/2018 23:00,25.02,45411,1907
02/01/2018 00:00,25.74,45108,1996
02/01/2018 01:00,25.13,44271,1938
02/01/2018 02:00,25.4,44145,1805
02/01/2018 03:00,25.49,44266,1623
02/01/2018 04:00,25.66,45181,1387
02/01/2018 05:00,26.75,47336,1240
02/01/2018 06:00,27.69,49932,1187
02/01/2018 07:00,30.73,53857,1161
02/01/2018 08:00,33.77,55381,1197
02/01/2018 09:00,34.04,55666,1236
02/01/2018 10:00,35.07,56152,1229
02/01/2018 11:00,35.24,56429,1190
02/01/2018 12:00,34.57,56386,1139
02/01/2018 13:00,34.1,56305,1168
02/01/2018 14:00,36.02,56504,1198
02/01/2018 15:00,38.06,57299,1128
02/01/2018 16:00,41.68,58160,1143
02/01/2018 17:00,42.4,58474,1231
02/01/2018 18:00,39.05,57763,1353
02/01/2018 19:00,35.02,56499,1402
02/01/2018 20:00,30.88,54840,1518
02/01/2018 21:00,28.81,53464,1759
02/01/2018 22:00,27.95,51684,1965
02/01/2018 23:00,27.55,48897,2182
03/01/2018 00:00,27.05,46037,2478
03/01/2018 01:00,26.52,44995,2850
03/01/2018 02:00,25.96,44529,3234
03/01/2018 03:00,25.52,44612,3623
03/01/2018 04:00,25.8,45366,3800
03/01/2018 05:00,26.68,47515,3905
03/01/2018 06:00,27.65,51116,3977
03/01/2018 07:00,28.52,54873,3890
03/01/2018 08:00,28.83,56530,3723
03/01/2018 09:00,28.89,56943,3499
03/01/2018 10:00,29.09,57424,3117
03/01/2018 11:00,29.14,57618,2517
03/01/2018 12:00,29.22,57336,1938
03/01/2018 13:00,29.49,57180,1660
03/01/2018 14:00,29.85,57413,1601
03/01/2018 15:00,30.5,58086,1481
03/01/2018 16:00,31.11,58768,1305
03/01/2018 17:00,31.43,58902,1182
03/01/2018 18:00,30.78,58014,1153
03/01/2018 19:00,30.14,56832,1059
03/01/2018 20:00,29.37,55006,1023
03/01/2018 21:00,28.93,53594,1101
03/01/2018 22:00,28.12,51433,1133
03/01/2018 23:00,27.31,48868,1230
04/01/2018 00:00,27.05,46177,1149
04/01/2018 01:00,26.78,45123,1352
04/01/2018 02:00,26.47,44680,1405
04/01/2018 03:00,26.49,44738,1596
04/01/2018 04:00,26.59,45532,1740
04/01/2018 05:00,26.97,47615,1829
04/01/2018 06:00,28.02,51201,1908
04/01/2018 07:00,30.59,55005,1786
04/01/2018 08:00,33.44,56670,1619
04/01/2018 09:00,35.49,56821,1470
04/01/2018 10:00,37.56,57233,1340
04/01/2018 11:00,36.07,57423,1270
04/01/2018 12:00,35.63,57160,1217
04/01/2018 13:00,35.43,57194,1176
04/01/2018 14:00,35.93,57324,1181
04/01/2018 15:00,38.03,57960,1080
04/01/2018 16:00,39.71,58802,879
04/01/2018 17:00,39.03,58929,672
04/01/2018 18:00,37.23,58160,590
04/01/2018 19:00,32.9,56897,541
04/01/2018 20:00,30.98,55078,481
04/01/2018 21:00,30.49,53631,424
04/01/2018 22:00,29.72,51675,377
04/01/2018 23:00,28.07,49193,331
05/01/2018 00:00,27.88,46837,287
05/01/2018 01:00,26.91,45893,308
05/01/2018 02:00,26.44,45612,340
05/01/2018 03:00,26.45,45820,447
05/01/2018 04:00,26.83,46736,445
05/01/2018 05:00,27.63,48964,468
05/01/2018 06:00,28.62,52584,580
05/01/2018 07:00,30.45,56538,552
05/01/2018 08:00,32.91,58194,571
05/01/2018 09:00,34.01,58434,599
05/01/2018 10:00,34.79,58746,581
05/01/2018 11:00,34.31,58721,559
05/01/2018 12:00,33.91,58259,543
05/01/2018 13:00,34.23,57793,396
05/01/2018 14:00,33.91,57818,285
05/01/2018 15:00,35.11,58581,271
05/01/2018 16:00,38.06,59500,270
05/01/2018 17:00,39.43,59691,276
05/01/2018 18:00,37.57,58931,278
05/01/2018 19:00,33.71,57334,279
05/01/2018 20:00,31.97,55496,324
05/01/2018 21:00,31.64,54114,307
05/01/2018 22:00,30.61,52342,249
05/01/2018 23:00,29.66,50291,226
06/01/2018 00:00,29.45,48207,120
06/01/2018 01:00,28.55,47133,117
06/01/2018 02:00,28.18,46390,111
06/01/2018 03:00,28,46297,120
06/01/2018 04:00,28.15,46757,134
06/01/2018 05:00,28.7,47518,150
06/01/2018 06:00,29.49,48824,189
06/01/2018 07:00,30.37,50787,229
06/01/2018 08:00,30.49,52646,263
06/01/2018 09:00,31.38,54244,315
06/01/2018 10:00,32.94,55539,382
06/01/2018 11:00,34.23,55957,473
06/01/2018 12:00,33.34,55690,555
06/01/2018 13:00,32.55,55432,596
06/01/2018 14:00,32.42,55659,631
06/01/2018 15:00,33.93,56793,713
06/01/2018 16:00,36.83,57988,802
06/01/2018 17:00,39.03,58780,916
06/01/2018 18:00,35.84,58186,1034
06/01/2018 19:00,32.41,57039,1192
06/01/2018 20:00,31.07,55466,1270
06/01/2018 21:00,30.72,54291,1270
06/01/2018 22:00,29.98,52779,1252
06/01/2018 23:00,29.03,51023,1178
07/01/2018 00:00,27.89,48940,667
07/01/2018 01:00,27.2,48088,596
07/01/2018 02:00,26.62,47565,540
07/01/2018 03:00,26.59,47458,480
07/01/2018 04:00,26.57,47811,422
07/01/2018 05:00,27.13,48347,384
07/01/2018 06:00,27.41,49262,392
07/01/2018 07:00,27.68,50682,399
07/01/2018 08:00,27.93,52399,394
07/01/2018 09:00,28.33,53673,392
07/01/2018 10:00,28.79,54749,417
07/01/2018 11:00,28.95,55249,469
07/01/2018 12:00,28.96,54930,463
07/01/2018 13:00,28.27,54774,500
07/01/2018 14:00,28.29,54991,580
07/01/2018 15:00,28.61,55982,679
07/01/2018 16:00,29.33,57428,776
07/01/2018 17:00,30.88,58010,847
07/01/2018 18:00,31.54,57323,935
07/01/2018 19:00,31.12,56114,963
07/01/2018 20:00,29.97,54538,893
07/01/2018 21:00,28.94,53469,827
07/01/2018 22:00,28.94,51794,858
07/01/2018 23:00,27.75,50251,856
08/01/2018 00:00,26.47,49319,892
08/01/2018 01:00,25.41,48376,851
08/01/2018 02:00,25.42,48142,755
08/01/2018 03:00,25.59,48375,617
08/01/2018 04:00,25.99,49280,506
08/01/2018 05:00,27.75,52469,396
08/01/2018 06:00,29.63,56528,337
08/01/2018 07:00,33.53,60737,229
08/01/2018 08:00,39.89,61936,168
08/01/2018 09:00,38.76,60901,131
08/01/2018 10:00,36.91,60979,123
08/01/2018 11:00,35.54,60695,136
08/01/2018 12:00,34.21,60193,126
08/01/2018 13:00,34,60031,143
08/01/2018 14:00,35.17,60066,232
08/01/2018 15:00,36.95,60745,360
08/01/2018 16:00,37.67,61569,513
08/01/2018 17:00,37.27,61911,693
08/01/2018 18:00,33.88,61031,984
08/01/2018 19:00,31.31,59764,1226
08/01/2018 20:00,29.71,57901,1384
08/01/2018 21:00,28.92,56369,1556
08/01/2018 22:00,28.53,54107,1692
08/01/2018 23:00,28.11,51687,1776
09/01/2018 00:00,27.45,49899,2040
09/01/2018 01:00,26.91,48765,2260
09/01/2018 02:00,26.62,48446,2334
09/01/2018 03:00,26.89,48684,2542
09/01/2018 04:00,27.21,49604,2771
09/01/2018 05:00,28.18,51914,3072
09/01/2018 06:00,29,56058,3299
09/01/2018 07:00,32.04,60289,3550
09/01/2018 08:00,33.11,61496,3723
09/01/2018 09:00,32.9,61071,3840
09/01/2018 10:00,32.59,61181,3928
09/01/2018 11:00,32.82,61078,4003
09/01/2018 12:00,32.31,60605,4095
09/01/2018 13:00,32.05,60334,4153
09/01/2018 14:00,31.81,60346,4301
09/01/2018 15:00,31.91,60890,4370
09/01/2018 16:00,33.06,61840,4364
09/01/2018 17:00,33.99,62245,4351
09/01/2018 18:00,33.28,61536,4361
09/01/2018 19:00,31.65,60436,4180
09/01/2018 20:00,30.73,58689,3710
09/01/2018 21:00,30.21,57150,3343
09/01/2018 22:00,29.29,54882,3107
09/01/2018 23:00,28.6,52271,2867
10/01/2018 00:00,28.85,50014,2600
10/01/2018 01:00,28.27,48913,2381
10/01/2018 02:00,28,48408,2116
10/01/2018 03:00,27.69,48662,1931
10/01/2018 04:00,28.14,49447,1768
10/01/2018 05:00,30.13,51875,1600
10/01/2018 06:00,33.88,56055,1501
10/01/2018 07:00,44.01,60287,1460
10/01/2018 08:00,47.98,61253,1412
10/01/2018 09:00,47.98,61001,1321
10/01/2018 10:00,48.04,61060,1226
10/01/2018 11:00,47.78,61049,1080
10/01/2018 12:00,47.09,60579,1001
10/01/2018 13:00,44.08,60380,966
10/01/2018 14:00,45.88,60461,967
10/01/2018 15:00,47.25,60988,996
10/01/2018 16:00,48.91,61703,956
10/01/2018 17:00,52.03,62007,864
10/01/2018 18:00,52.43,61089,774
10/01/2018 19:00,44.95,59788,723
10/01/2018 20:00,39.82,57891,683
10/01/2018 21:00,35.82,56533,623
10/01/2018 22:00,31.98,54193,548
10/01/2018 23:00,30.37,51756,493
11/01/2018 00:00,31,49700,576
11/01/2018 01:00,30.03,48501,588
11/01/2018 02:00,29.85,48046,598
11/01/2018 03:00,29.97,48199,582
11/01/2018 04:00,30.85,49160,562
11/01/2018 05:00,32.77,51569,541
11/01/2018 06:00,35.83,55807,502
11/01/2018 07:00,50.21,60096,424
11/01/2018 08:00,55.24,61207,347
11/01/2018 09:00,55.82,60961,302
11/01/2018 10:00,55.21,61066,310
11/01/2018 11:00,54.7,60989,294
11/01/2018 12:00,50.57,60584,324
11/01/2018 13:00,46.85,60416,409
11/01/2018 14:00,49.51,60436,491
11/01/2018 15:00,50.91,61003,585
11/01/2018 16:00,53.69,61792,637
11/01/2018 17:00,51.43,62137,649
11/01/2018 18:00,50.5,61256,654
11/01/2018 19:00,39.94,59978,680
11/01/2018 20:00,35.4,58084,726
11/01/2018 21:00,33.9,56589,812
11/01/2018 22:00,31.22,54170,850
11/01/2018 23:00,30.05,51559,860
12/01/2018 00:00,30.05,50077,1085
12/01/2018 01:00,29.51,48762,1168
12/01/2018 02:00,29.29,48365,1251
12/01/2018 03:00,29.27,48564,1325
12/01/2018 04:00,29.71,49441,1400
12/01/2018 05:00,31.22,51711,1514
12/01/2018 06:00,33.56,55882,1631
12/01/2018 07:00,44.17,60279,1670
12/01/2018 08:00,47.06,61719,1752
12/01/2018 09:00,44.37,61732,1783
12/01/2018 10:00,43.57,61715,1766
12/01/2018 11:00,42.37,61447,1563
12/01/2018 12:00,39.28,60784,1503
12/01/2018 13:00,37.4,60293,1506
12/01/2018 14:00,36.76,59969,1539
12/01/2018 15:00,36.76,60387,1632
12/01/2018 16:00,40.86,61304,1718
12/01/2018 17:00,42.08,61601,1749
12/01/2018 18:00,40.03,60683,1721
12/01/2018 19:00,32.98,58975,1749
12/01/2018 20:00,31.55,56857,1722
12/01/2018 21:00,31.31,55343,1700
12/01/2018 22:00,30.32,53390,1742
12/01/2018 23:00,29.53,50892,1697
13/01/2018 00:00,30.08,48909,1731
13/01/2018 01:00,29.63,47817,1769
13/01/2018 02:00,29.16,47284,1846
13/01/2018 03:00,28.93,47141,1811
13/01/2018 04:00,28.79,47244,1841
13/01/2018 05:00,28.98,47915,1891
13/01/2018 06:00,29.35,49088,1956
13/01/2018 07:00,30.18,50855,1995
13/01/2018 08:00,30.81,52633,2088
13/01/2018 09:00,31.38,54209,2045
13/01/2018 10:00,31.84,55339,2002
13/01/2018 11:00,31.92,55737,1883
13/01/2018 12:00,31.89,55508,1815
13/01/2018 13:00,31.73,55221,1772
13/01/2018 14:00,31.39,55396,1709
13/01/2018 15:00,31.51,56316,1776
13/01/2018 16:00,34.01,57756,1865
13/01/2018 17:00,37.45,58608,1897
13/01/2018 18:00,35.02,57959,2056
13/01/2018 19:00,31.94,56572,2265
13/01/2018 20:00,30.55,54877,2344
13/01/2018 21:00,29.79,53623,2280
13/01/2018 22:00,29.33,52211,2238
13/01/2018 23:00,28.79,50464,2097
14/01/2018 00:00,28.83,48713,1982
14/01/2018 01:00,28.4,47695,1890
14/01/2018 02:00,28.15,47180,1820
14/01/2018 03:00,28.04,47013,1754
14/01/2018 04:00,27.84,47181,1864
14/01/2018 05:00,28,47727,1985
14/01/2018 06:00,28.34,48546,1992
14/01/2018 07:00,28.55,49914,1910
14/01/2018 08:00,28.83,51387,1992
14/01/2018 09:00,29.41,52995,2056
14/01/2018 10:00,29.74,54358,2057
14/01/2018 11:00,30.13,55108,1993
14/01/2018 12:00,29.81,55089,1925
14/01/2018 13:00,29.44,55045,1897
14/01/2018 14:00,29.94,55217,1843
14/01/2018 15:00,31.31,56147,1962
14/01/2018 16:00,33.23,57664,2092
14/01/2018 17:00,33.9,58563,2240
14/01/2018 18:00,32.69,58053,2539
14/01/2018 19:00,31.35,56981,2715
14/01/2018 20:00,30.55,55493,2664
14/01/2018 21:00,29.69,54373,2663
14/01/2018 22:00,29.33,52565,2729
14/01/2018 23:00,28.82,50944,2646
15/01/2018 00:00,27.41,49351,3125
15/01/2018 01:00,26.73,48535,3170
15/01/2018 02:00,26.54,48265,3291
15/01/2018 03:00,26.43,48483,3369
15/01/2018 04:00,27.31,49400,3454
15/01/2018 05:00,28.64,51830,3594
15/01/2018 06:00,30.05,56282,3697
15/01/2018 07:00,32.79,60486,3765
15/01/2018 08:00,33.53,61677,3913
15/01/2018 09:00,32.67,61259,3950
15/01/2018 10:00,31.78,61404,3907
15/01/2018 11:00,30.46,61377,3868
15/01/2018 12:00,29.68,61029,3911
15/01/2018 13:00,29.45,60927,4006
15/01/2018 14:00,29.65,61052,4023
15/01/2018 15:00,29.39,61694,4062
15/01/2018 16:00,29.45,62541,4149
15/01/2018 17:00,30.15,62956,4184
15/01/2018 18:00,29.57,62069,4238
15/01/2018 19:00,29.11,60745,4330
15/01/2018 20:00,28.74,58939,4267
15/01/2018 21:00,28.25,57245,4085
15/01/2018 22:00,27.32,54897,4060
15/01/2018 23:00,25.69,52287,3850
16/01/2018 00:00,26.74,49784,3687
16/01/2018 01:00,26.05,48686,3496
16/01/2018 02:00,25.81,48316,3308
16/01/2018 03:00,25.23,48451,3107
16/01/2018 04:00,25.41,49375,2988
16/01/2018 05:00,27.56,51863,2905
16/01/2018 06:00,29.08,55933,2700
16/01/2018 07:00,31.75,60146,2382
16/01/2018 08:00,32.99,61114,2154
16/01/2018 09:00,32.94,60856,2046
16/01/2018 10:00,32.61,61029,1988
16/01/2018 11:00,32.64,61016,1943
16/01/2018 12:00,32.57,60736,1963
16/01/2018 13:00,32.69,60442,1903
16/01/2018 14:00,32.68,60487,1817
16/01/2018 15:00,33.4,61063,1695
16/01/2018 16:00,35.81,61936,1546
16/01/2018 17:00,38.22,62283,1485
16/01/2018 18:00,38.87,61429,1597
16/01/2018 19:00,33.01,60179,1690
16/01/2018 20:00,31.73,58410,1715
16/01/2018 21:00,30.52,56784,1625
16/01/2018 22:00,29.36,54461,1595
16/01/2018 23:00,28.05,51817,1650
17/01/2018 00:00,28.14,49638,1341
17/01/2018 01:00,27.74,48502,1374
17/01/2018 02:00,27.53,48183,1251
17/01/2018 03:00,27.46,48324,1033
17/01/2018 04:00,27.91,49217,1028
17/01/2018 05:00,29.11,51695,1171
17/01/2018 06:00,31.84,55994,1285
17/01/2018 07:00,41.49,60296,1204
17/01/2018 08:00,44.62,61292,1184
17/01/2018 09:00,41.61,61134,1162
17/01/2018 10:00,39.92,61316,1072
17/01/2018 11:00,39.16,61283,1116
17/01/2018 12:00,35.7,60882,1213
17/01/2018 13:00,33.05,60614,1298
17/01/2018 14:00,32.97,60730,1301
17/01/2018 15:00,34.48,61329,1229
17/01/2018 16:00,40.96,62249,1119
17/01/2018 17:00,41.32,62891,1099
17/01/2018 18:00,39.75,62032,1212
17/01/2018 19:00,33.86,60892,1283
17/01/2018 20:00,31.05,59177,1331
17/01/2018 21:00,30.5,57670,1430
17/01/2018 22:00,29.89,55242,1535
17/01/2018 23:00,29.31,52544,1592
18/01/2018 00:00,29.12,50026,1203
18/01/2018 01:00,28.6,48906,1187
18/01/2018 02:00,28.46,48558,1171
18/01/2018 03:00,28.34,48790,1250
18/01/2018 04:00,28.75,49671,1236
18/01/2018 05:00,29.97,52028,1127
18/01/2018 06:00,31.91,56125,1132
18/01/2018 07:00,45.08,60291,1064
18/01/2018 08:00,44.41,61463,1001
18/01/2018 09:00,43.32,61285,1015
18/01/2018 10:00,44.98,61366,803
18/01/2018 11:00,42.26,61250,479
18/01/2018 12:00,40.75,60822,406
18/01/2018 13:00,37.85,60574,447
18/01/2018 14:00,37.44,60635,479
18/01/2018 15:00,40.25,61198,528
18/01/2018 16:00,43.04,62082,520
18/01/2018 17:00,46.07,62522,458
18/01/2018 18:00,43.63,61677,414
18/01/2018 19:00,41.52,60428,379
18/01/2018 20:00,38.93,58713,393
18/01/2018 21:00,34.3,57267,388
18/01/2018 22:00,32.57,55108,347
18/01/2018 23:00,30.45,52408,244
19/01/2018 00:00,30.03,50031,198
19/01/2018 01:00,30.02,49045,159
19/01/2018 02:00,29.54,48705,161
19/01/2018 03:00,29.51,48822,139
19/01/2018 04:00,30,49667,130
19/01/2018 05:00,32.48,52058,135
19/01/2018 06:00,41.38,56244,141
19/01/2018 07:00,54.95,60558,165
19/01/2018 08:00,55.01,62027,227
19/01/2018 09:00,53.48,61931,266
19/01/2018 10:00,53.06,61987,281
19/01/2018 11:00,49.95,61752,293
19/01/2018 12:00,45.01,60990,347
19/01/2018 13:00,41.84,60261,423
19/01/2018 14:00,41.82,59863,452
19/01/2018 15:00,45.06,60143,478
19/01/2018 16:00,53.79,60988,555
19/01/2018 17:00,61.17,61631,633
19/01/2018 18:00,52.31,60772,732
19/01/2018 19:00,41.84,59222,783
19/01/2018 20:00,39.96,57060,791
19/01/2018 21:00,36.98,55552,812
19/01/2018 22:00,36.54,53648,881
19/01/2018 23:00,32.79,51512,840
20/01/2018 00:00,30.81,49795,829
20/01/2018 01:00,29.71,48651,809
20/01/2018 02:00,29.3,48112,815
20/01/2018 03:00,29.01,47940,754
20/01/2018 04:00,28.98,48130,734
20/01/2018 05:00,29.23,48892,715
20/01/2018 06:00,29.68,50226,740
20/01/2018 07:00,30.77,52046,722
20/01/2018 08:00,32.21,53700,683
20/01/2018 09:00,33.82,55229,711
20/01/2018 10:00,34.44,56297,670
20/01/2018 11:00,34.9,56498,447
20/01/2018 12:00,34.12,56109,402
20/01/2018 13:00,33.43,55710,436
20/01/2018 14:00,33.29,55634,412
20/01/2018 15:00,34.39,56426,456
20/01/2018 16:00,36.35,57919,385
20/01/2018 17:00,38.07,59011,361
20/01/2018 18:00,38.34,58319,367
20/01/2018 19:00,34.93,56848,361
20/01/2018 20:00,32.43,55028,339
20/01/2018 21:00,32.53,53819,345
20/01/2018 22:00,32.31,52431,354
20/01/2018 23:00,31.64,50746,316
21/01/2018 00:00,31.54,49588,340
21/01/2018 01:00,30.35,48560,291
21/01/2018 02:00,29.21,47943,261
21/01/2018 03:00,28.68,47816,264
21/01/2018 04:00,28.78,48011,258
21/01/2018 05:00,29.01,48543,227
21/01/2018 06:00,29.45,49417,211
21/01/2018 07:00,30.67,50914,188
21/01/2018 08:00,31.71,52372,167
21/01/2018 09:00,32.55,53943,149
21/01/2018 10:00,33.72,55189,144
21/01/2018 11:00,34.62,56220,92
21/01/2018 12:00,34.53,56159,77
21/01/2018 13:00,33.8,55906,91
21/01/2018 14:00,33.08,55957,109
21/01/2018 15:00,33.75,56934,166
21/01/2018 16:00,34.71,58524,234
21/01/2018 17:00,40.9,59711,362
21/01/2018 18:00,42.75,59415,507
21/01/2018 19:00,39.12,58361,684
21/01/2018 20:00,35.86,56897,878
21/01/2018 21:00,32.54,55934,1057
21/01/2018 22:00,32.24,54318,1191
21/01/2018 23:00,30.52,52591,1341
22/01/2018 00:00,29.3,51161,1339
22/01/2018 01:00,28.6,50278,1445
22/01/2018 02:00,28.42,50002,1574
22/01/2018 03:00,28.51,50132,1746
22/01/2018 04:00,28.81,51087,1905
22/01/2018 05:00,30.54,53593,2039
22/01/2018 06:00,36.39,57861,2118
22/01/2018 07:00,51.95,62072,2163
22/01/2018 08:00,51.96,63192,2257
22/01/2018 09:00,51.9,62924,2303
22/01/2018 10:00,49.75,62942,2254
22/01/2018 11:00,51.87,62747,2079
22/01/2018 12:00,51.87,62230,2019
22/01/2018 13:00,52.48,61991,1955
22/01/2018 14:00,51.2,62038,1798
22/01/2018 15:00,49.68,62523,1738
22/01/2018 16:00,50.6,63420,1658
22/01/2018 17:00,52.53,64185,1499
22/01/2018 18:00,49.09,63413,1361
22/01/2018 19:00,48,62165,1230
22/01/2018 20:00,42.75,60381,1125
22/01/2018 21:00,37.5,58829,1024
22/01/2018 22:00,35.07,56558,895
22/01/2018 23:00,33.06,54023,798
23/01/2018 00:00,32.99,52298,748
23/01/2018 01:00,31.62,51171,711
23/01/2018 02:00,30.81,50818,744
23/01/2018 03:00,30.47,51040,810
23/01/2018 04:00,31.01,52004,877
