,Real price,DNN 1,DNN 2,DNN 3,DNN 4,DNN Ensemble,LEAR 56,LEAR 84,LEAR 1092,LEAR 1456,LEAR Ensemble
30/12/2016 00:00,28.18,28.04388809,28.08078766,27.47467613,28.19459343,27.94848633,28.2233,28.2564,28.4706,28.4214,28.342925
30/12/2016 01:00,27.03,27.42677879,27.23361015,27.01446533,27.82152748,27.37409544,27.5069,27.5945,27.7366,27.7837,27.655425
30/12/2016 02:00,26.47,27.16446304,27.05336571,26.72020149,27.36831284,27.07658577,27.0187,27.2648,27.2637,27.2163,27.190875
30/12/2016 03:00,26.47,27.23512268,26.74130058,26.66080284,27.30280113,26.98500681,26.613,27.1988,26.8782,26.9014,26.89785
30/12/2016 04:00,27.14,27.45882225,26.97724533,26.97962379,27.62849808,27.26104736,26.7278,27.4896,27.1629,27.3937,27.1935
30/12/2016 05:00,28.33,28.26963997,27.83459473,27.64086151,28.62727165,28.09309196,27.1913,28.0272,27.889,27.8712,27.744675
30/12/2016 06:00,29.53,29.58531952,28.81675911,29.21551704,29.95058632,29.3920455,28.1562,29.9517,28.8667,29.2314,29.0515
30/12/2016 07:00,30.06,30.62900543,29.52384377,30.15158081,30.86079979,30.29130745,28.717,29.2175,29.9509,29.8483,29.433425
30/12/2016 08:00,30.28,31.15390778,29.86285973,30.29401398,30.92023468,30.55775404,30.3916,30.7763,30.4733,30.2739,30.478775
30/12/2016 09:00,30.25,31.09176254,29.76231003,30.31969452,30.86191559,30.50892067,31.0331,31.3763,30.1894,30.0626,30.66535
30/12/2016 10:00,30.21,30.8014164,29.81451225,30.24245834,30.65896606,30.37933826,31.2738,29.9913,30.1172,29.8388,30.305275
30/12/2016 11:00,30.2,30.48526573,29.70049286,30.33143234,30.29492569,30.20302916,31.3335,31.0528,29.8911,29.823,30.5251
30/12/2016 12:00,30.18,30.18154716,29.49924469,30.00803375,30.03050804,29.92983341,31.1516,31.0074,29.7524,29.7498,30.4153
30/12/2016 13:00,30.06,29.90395164,29.35249138,29.73860168,29.77893066,29.69349384,29.8849,30.8061,29.4531,29.3834,29.881875
30/12/2016 14:00,30.12,29.85243034,29.56371498,29.6381588,29.91932297,29.74340677,30.0394,27.8232,29.4652,29.2772,29.15125
30/12/2016 15:00,30.29,29.98351288,29.76171684,29.87580872,30.23278046,29.96345472,31.5345,30.4831,29.527,29.5675,30.278025
30/12/2016 16:00,30.51,30.2362442,29.73832893,30.12009811,30.53569031,30.15759039,31.7615,30.3329,29.566,29.7025,30.340725
30/12/2016 17:00,30.39,30.62259293,29.90555191,30.58817101,30.59918785,30.42887592,30.8425,29.2598,30.0936,29.8637,30.0149
30/12/2016 18:00,30.27,30.55057335,29.53030205,30.17306328,30.4588089,30.17818689,29.5345,29.7408,29.7439,29.6071,29.656575
30/12/2016 19:00,30.2,30.37719917,29.11195183,29.78397942,29.93278313,29.80147839,29.4376,29.3415,29.4334,29.0083,29.3052
30/12/2016 20:00,29.56,29.8610878,28.85014343,29.49261665,29.61553001,29.45484447,28.5407,29.0011,28.8667,28.5094,28.729475
30/12/2016 21:00,28.96,29.3666153,28.56794548,29.08440399,29.31496429,29.08348227,28.4105,28.8467,28.2677,28.1622,28.421775
30/12/2016 22:00,27.77,28.83352661,28.07663918,28.30454254,28.66552925,28.47005939,28.3604,27.8135,27.8031,27.8627,27.959925
30/12/2016 23:00,25.95,27.91172409,27.58754349,27.43549538,27.91727257,27.71300888,27.375,28.3744,26.8579,26.9773,27.39615
31/12/2016 00:00,25.11,27.05309677,25.83210945,26.28788376,26.29203987,26.36628246,25.9749,26.1517,25.8203,25.7528,25.924925
31/12/2016 01:00,23.65,26.02486801,25.0105648,25.25614548,25.5465107,25.45952225,24.8594,25.4468,24.7257,24.8313,24.9658
31/12/2016 02:00,22.99,25.31380844,24.45683098,24.53920555,25.08533096,24.84879398,23.6109,24.8584,24.0407,23.9365,24.111625
31/12/2016 03:00,22.13,24.96287346,24.35657883,24.00532722,24.81706429,24.53546095,22.7774,24.503,23.8004,23.6809,23.690425
31/12/2016 04:00,22.57,24.88612366,24.44031143,24.30817413,24.91921425,24.63845587,22.0929,23.9578,23.889,23.7487,23.4221
31/12/2016 05:00,23.47,25.4373703,24.85446358,25.13766098,25.51128769,25.23519564,22.1857,24.2836,24.5907,24.4441,23.876025
31/12/2016 06:00,25.03,26.16763115,25.68162346,26.48965645,26.23775101,26.14416552,21.8952,26.9493,25.7173,25.4969,25.014675
31/12/2016 07:00,25.78,27.19009209,26.37876701,26.82482529,26.9468441,26.83513212,20.9414,22.9018,26.006,25.303,23.78805
31/12/2016 08:00,26.82,27.81136131,26.7678833,27.67448235,27.50144958,27.43879414,22.3855,26.395,26.5073,25.7329,25.255175
31/12/2016 09:00,27.89,28.04625511,27.1109848,27.7561512,27.91677666,27.70754194,25.7813,28.5299,27.3301,26.5958,27.059275
31/12/2016 10:00,28.36,28.32925224,27.36151123,28.17344856,28.02345848,27.97191763,27.1464,27.8801,27.5969,27.0046,27.407
31/12/2016 11:00,28.47,28.24297142,27.49861526,27.9649353,28.04960442,27.9390316,27.4786,26.9816,27.8765,27.4027,27.43485
31/12/2016 12:00,28.43,28.120121,27.59898376,27.86187172,27.9138279,27.8737011,27.1155,29.0065,27.6476,27.4312,27.8002
31/12/2016 13:00,28.3,27.8638382,27.55568123,27.62493134,27.69389915,27.68458748,26.2038,25.4525,27.3703,27.1442,26.5427
31/12/2016 14:00,28.52,27.91690826,27.58804512,27.32251549,27.73464012,27.64052725,26.0046,25.9996,27.4469,27.1821,26.6583
31/12/2016 15:00,29.11,28.14963913,27.84193611,27.4648056,27.91560173,27.84299564,27.0829,24.2294,27.8134,27.6956,26.705325
31/12/2016 16:00,29.5,28.74412727,28.11881638,27.65075874,28.43558884,28.23732281,27.8339,24.3486,28.1533,28.0297,27.091375
31/12/2016 17:00,29.57,29.17062569,28.10777855,28.52227592,28.63669586,28.60934401,25.1649,23.3162,28.1816,27.9993,26.1655
31/12/2016 18:00,29.24,29.10180283,27.48862648,29.09700394,28.15010643,28.45938492,27.6897,26.2066,27.5633,27.0666,27.13155
31/12/2016 19:00,28.38,28.82930374,27.00701332,28.69574547,27.58687401,28.02973413,28.4641,27.481,27.8656,27.3964,27.801775
31/12/2016 20:00,27.98,28.2003994,26.90351105,28.29001999,27.06297493,27.61422634,25.972,26.5016,27.3253,26.9831,26.6955
31/12/2016 21:00,27.52,28.03541756,26.78315735,28.03727722,26.78627396,27.41053152,26.3713,26.9877,26.9696,26.6394,26.742
31/12/2016 22:00,26.8,27.82627678,26.5525322,27.34339714,26.23681831,26.98975611,26.5015,26.2941,26.3802,26.2292,26.35125
31/12/2016 23:00,26.71,27.09602356,26.10581589,26.24327469,25.52835464,26.2433672,25.2256,25.3469,25.4079,25.1572,25.2844
01/01/2017 00:00,25.7,25.38026619,25.70859528,25.8468895,25.85922241,25.69874334,26.6043,26.9041,25.5251,25.5738,26.151825
01/01/2017 01:00,25.61,24.44341278,24.6920433,24.53941917,24.99051285,24.66634703,25.4339,26.1604,24.3977,24.4724,25.1161
01/01/2017 02:00,25.49,23.90894699,23.87747574,23.93612289,24.44228363,24.04120731,24.1016,25.5107,23.7507,23.923,24.3215
01/01/2017 03:00,25.25,23.75608444,23.58528328,23.6110611,24.25341034,23.80145979,23.336,25.2411,23.436,23.6148,23.906975
01/01/2017 04:00,25.63,23.92675972,23.93341255,24.08551407,24.43074417,24.09410763,23.7356,25.3653,23.5,23.664,24.066225
01/01/2017 05:00,25.88,24.68993568,24.45796776,25.35334206,25.14670563,24.91198778,24.1126,26.0554,23.9997,24.0605,24.55705
01/01/2017 06:00,26.58,25.4193058,25.10474777,26.42243576,26.22208405,25.79214334,23.9175,27.2589,24.8484,24.4378,25.11565
01/01/2017 07:00,26.64,25.89029121,26.00140572,26.98694992,27.21689224,26.52388477,24.9151,26.9387,26.2718,26.4152,26.1352
01/01/2017 08:00,26.7,26.27001381,27.09891891,27.68276978,28.12896729,27.29516745,25.6615,28.6325,27.6322,27.2622,27.2971
01/01/2017 09:00,26.89,27.14616203,28.23869324,28.59157372,28.68565178,28.16552019,27.472,29.5764,28.7201,28.2847,28.5133
01/01/2017 10:00,27.8,28.16510582,29.34544182,29.13767624,28.96270943,28.90273333,27.7728,30.0593,28.8541,28.6905,28.844175
01/01/2017 11:00,28.1,28.6058445,30.07310867,29.69163513,28.84290314,29.30337286,28.1313,30.0321,29.2623,29.1348,29.140125
01/01/2017 12:00,28.36,28.62819099,30.33864975,29.72032547,29.3248806,29.5030117,27.9816,31.674,29.2781,29.2948,29.557125
01/01/2017 13:00,28.71,28.47471428,30.71321106,29.59019661,29.6087513,29.59671831,27.9197,28.4379,29.3364,29.4841,28.794525
01/01/2017 14:00,29.65,28.57143211,31.53302193,29.76043892,30.24363518,30.02713203,28.3679,28.5275,29.5687,29.6205,29.02115
01/01/2017 15:00,30.38,29.24567795,32.39585876,30.28337669,31.16542435,30.77258444,29.3935,28.4821,30.7798,30.3429,29.749575
01/01/2017 16:00,30.77,30.32998085,32.99651718,31.31102943,32.25762939,31.72378922,30.5231,29.4489,32.4406,31.701,31.0284
01/01/2017 17:00,30.92,31.39076042,33.37178802,32.231884,32.69079971,32.42130804,30.6411,31.088,33.7863,33.4408,32.23905
01/01/2017 18:00,30.77,31.43889618,33.32352448,31.51576614,32.44571304,32.18097496,30.3374,32.0997,32.4491,32.0375,31.730925
01/01/2017 19:00,30.5,30.94745636,32.93551636,31.08161926,31.88630676,31.71272469,29.6432,31.719,31.6417,31.0082,31.003025
01/01/2017 20:00,30.19,30.09406281,32.29091644,30.53558159,31.18196297,31.02563095,29.0308,30.7286,30.7399,30.4741,30.24335
01/01/2017 21:00,29.94,29.62527847,31.65244675,29.95328522,30.77080536,30.50045395,28.722,30.0253,30.3145,30.0879,29.787425
01/01/2017 22:00,29.65,29.12669754,30.92259598,29.54669571,30.08535767,29.92033672,28.6577,29.5135,29.1102,29.0322,29.0784
01/01/2017 23:00,29.36,28.23067856,29.95775604,28.47903633,29.126894,28.94859123,27.6353,28.5407,28.1162,28.1886,28.1202
02/01/2017 00:00,29.42,28.81942749,28.36702728,28.86758995,28.06196213,28.52900171,28.8877,29.1932,28.9688,28.9368,28.996625
02/01/2017 01:00,28.95,27.92492294,28.21945763,28.21510315,27.49424362,27.96343184,28.2182,28.5883,28.5404,28.1756,28.380625
02/01/2017 02:00,28.22,27.61715698,27.83303833,27.83639526,27.13906097,27.60641289,27.7845,28.263,28.4934,27.9423,28.1208
02/01/2017 03:00,28.22,27.45293808,27.28365135,27.71968651,26.70168686,27.2894907,27.4858,27.9506,28.6168,28.0075,28.015175
02/01/2017 04:00,28.92,27.98066902,27.43179893,28.46099663,26.91899681,27.69811535,28.447,28.743,28.8806,28.5816,28.66305
02/01/2017 05:00,30.47,29.67047691,28.22006798,29.93809128,28.12838936,28.98925638,29.4052,29.5935,29.3292,29.4462,29.443525
02/01/2017 06:00,32.09,32.81095505,30.37186241,32.12631989,30.40923119,31.42959213,31.3118,30.9812,31.5466,31.8535,31.423275
02/01/2017 07:00,33.07,36.19830322,33.70321274,34.54598999,33.38440704,34.45797825,33.3343,34.7131,34.8414,36.0992,34.747
02/01/2017 08:00,33.92,37.53409195,35.85270691,35.36447906,35.11390305,35.96629524,34.5669,34.7071,38.3589,37.7184,36.337825
02/01/2017 09:00,34.38,36.45225525,36.47982788,34.75956345,35.53656769,35.80705357,33.2371,33.0079,37.8457,37.0577,35.2871
02/01/2017 10:00,34.17,35.75486374,36.17324066,34.5752182,35.98712158,35.62261105,32.9253,32.6262,36.3387,35.8063,34.424125
02/01/2017 11:00,34.05,36.07476807,36.53019714,34.86371994,35.92784119,35.84913158,32.852,34.5001,36.9967,36.3674,35.17905
02/01/2017 12:00,33.64,36.08452225,36.68764496,34.72786713,36.13228607,35.9080801,32.3513,32.7913,36.4402,36.0893,34.418025
02/01/2017 13:00,33.59,36.4925766,37.61672211,35.15692139,37.02293777,36.57228947,32.9294,32.7168,36.5366,35.7206,34.47585
02/01/2017 14:00,33.81,36.93188477,39.93552399,35.55000305,38.52789307,37.73632622,32.9376,33.2613,37.4008,37.0752,35.168725
02/01/2017 15:00,34.49,38.03639221,45.76314926,36.7804451,40.0952301,40.16880417,33.8391,35.2854,39.6007,36.9292,36.4136
02/01/2017 16:00,35.16,39.43385696,51.47335815,38.61848831,40.62398148,42.53742123,34.749,35.4863,41.2873,38.5709,37.523375
02/01/2017 17:00,35.8,40.92736816,51.04009247,40.44339371,41.31016541,43.43025494,34.9954,36.2643,42.6029,40.5146,38.5943
02/01/2017 18:00,34.83,39.30397797,46.293396,38.09367752,40.04203033,40.93327045,34.3351,35.4778,39.1576,37.8821,36.71315
02/01/2017 19:00,33.93,37.40449905,41.47388458,35.55883789,38.27165222,38.17721844,32.8904,33.8057,37.3458,36.2639,35.07645
02/01/2017 20:00,33.42,35.28637314,37.22759247,34.13800812,36.48048019,35.78311348,31.7455,32.4875,34.7883,33.8847,33.2265
02/01/2017 21:00,33.09,34.10191345,34.52136612,33.04810715,35.39569855,34.26677132,31.1844,31.79,33.9263,33.2736,32.543575
02/01/2017 22:00,32.12,32.71203613,33.2906456,32.08956909,34.57244492,33.16617393,30.567,31.3095,33.0173,32.4163,31.827525
02/01/2017 23:00,30.93,30.7885437,32.13108063,30.76553726,32.94232178,31.65687084,29.6628,30.4104,31.8008,32.0255,30.974875
03/01/2017 00:00,30.65,30.78744507,30.20867157,30.20354462,29.8470459,30.26167679,30.2644,30.2618,31.4481,31.0981,30.7681
03/01/2017 01:00,30.37,30.10244179,29.05418015,29.91987801,29.38797569,29.61611891,29.6108,29.4757,30.9412,30.3163,30.086
03/01/2017 02:00,30.15,29.8457756,28.21481895,29.26203728,28.92103958,29.06091785,29.5467,29.1251,30.8089,29.7436,29.806075
03/01/2017 03:00,30.14,29.75057793,27.99050522,29.28287888,28.9479084,28.99296761,29.7692,29.0503,30.2798,29.5133,29.65315
03/01/2017 04:00,30.41,30.05452156,28.60826683,29.90434647,29.18700218,29.43853426,30.3151,29.6901,30.3742,30.2467,30.156525
03/01/2017 05:00,31.3,31.22846985,30.19529152,30.92684937,30.28858757,30.65979958,31.0257,30.4576,30.8394,30.7676,30.772575
03/01/2017 06:00,32.14,33.69493484,32.23449326,32.34472275,32.16968536,32.61095905,33.1248,32.2329,32.6946,32.8899,32.73555
03/01/2017 07:00,33.72,38.22356415,33.79070663,34.87401962,34.83543396,35.43093109,34.6704,33.4837,34.766,35.7683,34.6721
03/01/2017 08:00,34.39,39.67250824,34.65074921,35.59871674,36.95026016,36.71805859,35.7712,35.0355,35.8478,36.7248,35.844825
03/01/2017 09:00,33.8,38.61664581,34.65467453,34.70465469,36.57019043,36.13654137,34.3029,32.4604,35.2851,35.869,34.47935
03/01/2017 10:00,33.24,36.51115799,33.99949646,34.13032913,34.75032806,34.84782791,34.5674,31.7012,34.6541,35.0784,34.000275
03/01/2017 11:00,32.78,35.55702591,33.24330521,33.81270599,33.81500244,34.10700989,34.1637,32.2706,34.3064,34.8237,33.8911
03/01/2017 12:00,32.58,34.89609146,33.0165596,33.22745514,33.83017731,33.74257088,34.115,32.5155,33.7767,34.1893,33.649125
03/01/2017 13:00,32.2,34.48678207,32.90627289,33.21822357,33.87065887,33.62048435,33.0656,30.5832,33.7303,33.8144,32.798375
03/01/2017 14:00,32.12,34.61125565,32.91511154,33.50970078,34.43478775,33.86771393,33.653,32.0288,33.7618,33.9563,33.349975
03/01/2017 15:00,32.1,34.31848526,33.2791481,33.77189255,34.94884109,34.07959175,33.5905,32.8579,33.9404,34.154,33.6357
03/01/2017 16:00,32.31,34.80563354,33.46608734,34.25836945,34.99328613,34.38084412,33.4655,33.1903,34.6876,34.9682,34.0779
03/01/2017 17:00,32.18,36.02038574,33.09545135,34.89321136,34.57171249,34.64519024,33.2563,31.7958,34.9059,35.4688,33.8567
03/01/2017 18:00,31.87,35.39938354,32.50439072,33.2493248,33.61167908,33.69119453,32.2952,30.0254,33.3296,34.0692,32.42985
03/01/2017 19:00,31.29,33.34160995,31.48230362,32.02695847,32.16172409,32.25314903,31.593,29.1449,32.3468,32.8925,31.4943
03/01/2017 20:00,30.69,31.5814724,30.65492249,31.18665123,31.0994606,31.13062668,30.8274,28.8093,31.1506,31.6923,30.6199
03/01/2017 21:00,30.06,31.30251122,30.17326927,30.91805458,30.12763977,30.63036871,30.2035,29.0138,30.5433,31.0912,30.21295
03/01/2017 22:00,29.27,30.34226608,29.67757607,30.14658928,28.94819832,29.77865744,28.911,28.1978,29.6887,30.1752,29.243175
03/01/2017 23:00,28.3,28.82748222,28.83376312,28.69368744,28.54384422,28.72469425,28.6287,27.0393,28.4818,29.1129,28.315675
04/01/2017 00:00,26.63,28.55034447,27.66965294,28.58802795,28.59986305,28.3519721,27.3081,27.3118,28.3164,28.1975,27.78345
04/01/2017 01:00,26.2,28.0283432,27.46788597,28.05099297,27.82099533,27.84205437,26.6514,26.551,27.73,27.6724,27.1512
04/01/2017 02:00,25.86,27.66392326,27.66188049,27.49663353,27.78134155,27.65094471,26.445,26.096,27.3292,27.2237,26.773475
04/01/2017 03:00,25.98,27.81189537,27.85586548,27.57785797,27.78233719,27.756989,26.9661,26.3089,27.2153,27.0704,26.890175
04/01/2017 04:00,26.36,28.22578812,28.31035423,28.36840439,27.939888,28.21110868,27.8718,27.1107,27.7854,27.6263,27.59855
04/01/2017 05:00,27.62,29.444664,29.08172035,29.37046432,28.70096207,29.14945269,28.8596,28.2439,29.3679,29.0292,28.87515
04/01/2017 06:00,28.84,30.75981903,30.09721756,30.50341034,29.87664795,30.30927372,30.7773,31.0152,30.7361,30.5286,30.7643
