,Real price,DNN 1,DNN 2,DNN 3,DNN 4,DNN Ensemble,LEAR 56,LEAR 84,LEAR 1092,LEAR 1456,LEAR Ensemble
05/01/2015 22:00,48.7,48.32632828,53.69426727,50.18582535,51.10789108,50.828578,49.6079,47.3291,50.0754,47.7683,48.695175
05/01/2015 23:00,46.06,46.47232819,51.10458374,47.98452377,49.87475967,48.85904884,48.6301,46.5548,48.6396,45.8424,47.416725
06/01/2015 00:00,45.56,43.84722519,39.83609772,42.56869507,43.37246323,42.4061203,43.3948,41.0133,42.639,42.2459,42.32325
06/01/2015 01:00,40.28,41.21533966,37.21110153,41.03915405,40.58992386,40.01387978,39.4634,38.3999,39.6334,38.7966,39.073325
06/01/2015 02:00,39.2,39.27229309,35.47118378,38.78646851,35.76343536,37.32334518,36.3285,35.8931,37.3806,36.1974,36.4499
06/01/2015 03:00,36.22,35.38308716,31.82458878,35.0788765,30.19381714,33.12009239,31.3709,33.0166,31.2724,30.2722,31.483025
06/01/2015 04:00,34.04,34.21695709,31.24138641,33.43693542,28.84026146,31.9338851,28.8018,28.5412,28.4824,28.8626,28.672
06/01/2015 05:00,38.58,38.36410904,35.60481262,37.96051025,33.73160172,36.41525841,34.6404,34.1463,34.0458,33.9123,34.1862
06/01/2015 06:00,43.32,44.6051712,43.14443588,45.23505783,42.20799255,43.79816437,37.462,39.3228,41.9007,42.2277,40.2283
06/01/2015 07:00,50,54.15537262,50.83247757,54.4866333,51.88077164,52.83881378,44.4044,46.5336,52.4493,53.5558,49.235775
06/01/2015 08:00,49.53,57.0484848,55.17071915,56.58631897,55.86418915,56.16742802,50.5042,50.19,56.0168,54.4378,52.7872
06/01/2015 09:00,50.87,56.88606262,55.29066467,55.24757385,55.82495499,55.81231403,51.4504,51.4845,54.7101,54.0844,52.93235
06/01/2015 10:00,50.86,56.19642258,53.8571167,54.70531464,55.15354538,54.97809982,51.0746,51.0953,52.6944,52.8671,51.93285
06/01/2015 11:00,50.17,56.13146973,52.62919617,53.67580414,55.85457993,54.57276249,50.3767,52.3111,52.7764,52.6229,52.021775
06/01/2015 12:00,47.97,54.43119049,51.55244064,52.38845825,55.14674759,53.37970924,50.5525,51.7466,51.4724,51.202,51.243375
06/01/2015 13:00,45.2,52.14995956,48.7502594,50.28631973,52.48212051,50.9171648,49.0319,50.8115,51.5491,50.6738,50.516575
06/01/2015 14:00,41.45,49.57523346,46.78670883,47.81604767,49.22344208,48.35035801,48.9719,48.5713,49.4623,48.9183,48.98095
06/01/2015 15:00,40.08,49.09535217,45.3883934,46.89997482,44.84967422,46.55834866,46.4926,45.8887,47.0505,46.603,46.5087
06/01/2015 16:00,43.62,50.34571457,46.0941391,48.57266617,46.10631561,47.77970886,49.2906,48.735,48.1596,48.7419,48.731775
06/01/2015 17:00,48.55,58.57192612,54.28592682,58.50757599,55.23693848,56.65059185,56.4334,57.351,57.1226,58.2905,57.299375
06/01/2015 18:00,52.32,67.29295349,61.91085815,65.61026764,61.5117836,64.08146572,58.437,58.648,65.1559,64.1628,61.600925
06/01/2015 19:00,53.1,60.49765778,58.45713043,59.48626328,57.43139648,58.96811199,55.7146,54.7655,62.6769,61.3595,58.629125
06/01/2015 20:00,48.78,53.7849617,50.98538208,52.67393494,49.85123825,51.82387924,49.1407,51.2413,54.477,54.8081,52.416775
06/01/2015 21:00,43.91,47.43350983,46.20962524,46.59495544,45.78471375,46.50570107,43.8497,46.3188,46.7701,46.2411,45.794925
06/01/2015 22:00,44.58,48.4484024,47.27753067,47.88249207,45.90144348,47.37746716,49.0519,49.5607,48.9873,48.1605,48.9401
06/01/2015 23:00,45.73,45.79420853,45.29865265,45.57350922,44.23438644,45.22518921,47.6155,48.0095,46.1918,45.123,46.73495
07/01/2015 00:00,40,39.72908401,39.1749382,40.28469849,39.97290039,39.79040527,43.064,41.7042,41.1282,40.9854,41.72045
07/01/2015 01:00,36.69,36.76790237,36.64303589,37.5253334,36.93668365,36.96823883,39.6688,37.0192,37.5873,37.9826,38.064475
07/01/2015 02:00,37.45,34.21212387,33.27070618,35.64493942,32.96358109,34.02283764,35.6556,33.4889,35.4411,36.4147,35.250075
07/01/2015 03:00,32.08,31.28617859,29.3403244,31.11425018,28.9330349,30.16844702,31.4053,29.5123,31.1512,31.6471,30.928975
07/01/2015 04:00,29.48,31.73581696,28.79973602,29.98929024,26.44104576,29.24147224,27.1487,26.3542,29.497,29.7562,28.189025
07/01/2015 05:00,34.94,33.45182037,33.24496078,33.89705658,31.75671768,33.08763885,32.0014,32.4585,33.5373,34.3448,33.0855
07/01/2015 06:00,41.74,42.44748688,41.35020828,40.94805145,39.60535431,41.08777523,36.9407,39.0348,39.6302,41.2956,39.225325
07/01/2015 07:00,49.17,48.27639389,49.54276276,49.12527084,49.0062027,48.98765755,44.2883,44.6992,48.6036,50.4715,47.01565
07/01/2015 08:00,54.44,52.43950272,53.22579193,51.02706528,53.59964371,52.57300091,47.2846,48.8179,50.9535,51.8219,49.719475
07/01/2015 09:00,50.99,53.248703,53.79955292,52.44157791,54.33163834,53.45536804,47.6402,48.1181,52.3658,51.734,49.964525
07/01/2015 10:00,50,52.89622498,53.74463654,52.52383804,53.53403091,53.17468262,47.7685,48.6247,51.8059,51.6526,49.962925
07/01/2015 11:00,51.22,53.05105972,54.38189697,51.28574753,52.83706665,52.88894272,47.7036,48.8039,50.8028,51.538,49.712075
07/01/2015 12:00,50.15,52.71933746,53.45291138,50.55080795,51.41385269,52.03422737,48.7471,49.4919,49.1912,49.9119,49.335525
07/01/2015 13:00,51.46,49.57770157,50.05951309,49.16664886,48.01900864,49.20571804,44.6102,47.4624,48.8488,48.8175,47.434725
07/01/2015 14:00,50.88,47.52190399,47.85799026,46.47397614,44.9208107,46.69367027,42.3818,42.7133,46.9091,47.0731,44.769325
07/01/2015 15:00,48,44.28963852,46.00260925,44.5916214,41.30408478,44.04698849,39.7302,41.43,44.3603,44.2801,42.45015
07/01/2015 16:00,47.14,45.38274002,46.78461456,44.14493942,42.00635529,44.57966232,42.9211,44.0055,44.3573,44.9274,44.052825
07/01/2015 17:00,51.07,51.8663063,54.15729141,49.95245361,47.15212631,50.78204441,49.3675,51.3358,51.9882,52.4121,51.2759
07/01/2015 18:00,52.46,58.43867493,58.38352966,56.11862946,53.10784149,56.51216888,54.6511,55.3956,58.3849,57.4267,56.464575
07/01/2015 19:00,48.78,56.8365593,53.36982346,55.69721985,51.84614182,54.4374361,53.4374,54.0887,58.4272,58.0995,56.0132
07/01/2015 20:00,47.45,52.53057861,47.93931198,49.48144913,46.78051758,49.18296432,47.6366,49.2544,50.3181,50.9178,49.531725
07/01/2015 21:00,42.02,46.56876373,44.23248672,44.38378906,41.87121201,44.26406288,42.481,43.9378,44.7847,45.3664,44.142475
07/01/2015 22:00,45.57,47.87966156,45.43891907,45.39121246,43.36129379,45.51777172,46.6458,46.8858,45.2449,45.5788,46.088825
07/01/2015 23:00,45.6,45.36026382,43.15326309,44.7503624,42.87014389,44.0335083,47.0663,44.7414,44.1333,43.4552,44.84905
08/01/2015 00:00,43.88,38.28811264,41.45668793,38.74977875,37.61430359,39.02722073,43.9572,39.9535,40.9862,41.0507,41.4869
08/01/2015 01:00,35.65,37.42620087,39.64484787,35.38457489,36.57918549,37.25870228,39.1128,35.7925,38.1399,38.7019,37.936775
08/01/2015 02:00,35.87,32.34677505,37.63411713,33.01235199,34.13848114,34.28293133,36.0832,34.7567,36.7408,35.0842,35.666225
08/01/2015 03:00,30.17,29.86744118,35.07126617,29.81834602,33.42809677,32.04628754,31.5591,33.8425,32.5931,31.2392,32.308475
08/01/2015 04:00,24.54,28.37557602,34.42924881,28.92225266,32.39472198,31.03044987,27.826,29.4974,31.3139,30.6145,29.81295
08/01/2015 05:00,32,32.18745422,36.75457001,32.03608322,36.3218689,34.32499409,34.7483,32.5042,34.2129,34.534,33.99985
08/01/2015 06:00,40.96,40.1615715,42.29986572,39.83695984,46.28872299,42.14678001,36.2943,38.4297,40.6936,41.7585,39.294025
08/01/2015 07:00,49.53,50.45784378,48.30914307,49.55973434,54.61909485,50.73645401,39.5578,45.8274,51.059,51.4433,46.971875
08/01/2015 08:00,48.07,49.95358658,51.04804993,52.06121826,55.59453201,52.16434669,47.1477,44.9681,55.6605,54.6217,50.5995
08/01/2015 09:00,48.75,54.20261383,50.21505356,51.60908127,56.50748444,53.13355827,46.2659,47.2596,53.3925,52.6172,49.8838
08/01/2015 10:00,49.29,53.61663437,49.09230423,50.54574585,55.36920547,52.15597248,46.0725,46.8992,51.9537,50.7776,48.92575
08/01/2015 11:00,49.33,54.98663712,49.59302139,50.75642014,53.56851578,52.22614861,46.5752,46.0333,52.3375,52.0344,49.2451
08/01/2015 12:00,48.43,53.15653229,49.99544907,48.88556671,51.81293488,50.96262074,47.212,46.9803,51.3089,50.8051,49.076575
08/01/2015 13:00,47.21,51.52367401,47.56232452,46.89554977,48.84898758,48.70763397,45.8104,44.9782,50.6104,49.8421,47.810275
08/01/2015 14:00,43.47,49.20240402,45.61624908,44.45452118,46.55278397,46.45648956,42.6527,42.5351,47.6856,47.5988,45.11805
08/01/2015 15:00,38.27,45.68354416,44.55683136,42.22105026,45.7851181,44.56163597,38.6202,39.1054,44.7319,44.9719,41.85735
08/01/2015 16:00,41.07,46.79517365,44.6104126,42.47910309,44.42377853,44.57711697,38.6856,41.2922,45.074,45.7042,42.689
08/01/2015 17:00,47.97,52.72997284,46.97043991,48.17010117,49.41339111,49.32097626,44.9348,47.5701,50.974,51.6864,48.791325
08/01/2015 18:00,51.25,60.48895645,48.86182785,52.80002594,51.95320892,53.52600479,50.8283,49.8823,54.6526,54.2745,52.409425
08/01/2015 19:00,50.31,56.03094101,47.46298981,48.659832,48.16547775,50.07981014,50.1117,50.5374,55.2754,53.5325,52.36425
08/01/2015 20:00,47.97,50.72493362,44.25664902,44.25579453,40.64035797,44.96943378,45.7875,45.9895,49.9382,50.0576,47.9432
08/01/2015 21:00,40.5,45.38956833,42.05397034,39.91681671,35.2785759,40.65973282,41.8966,42.1011,43.4874,43.2044,42.672375
08/01/2015 22:00,43.8,45.85035324,41.27883148,41.5043335,35.30670929,40.98505688,45.0868,43.9409,43.5212,43.8294,44.094575
08/01/2015 23:00,44.05,43.1885376,42.37271881,39.9925766,33.85635757,39.85254765,44.7036,43.6916,42.0044,42.6175,43.254275
09/01/2015 00:00,32.06,34.48937607,37.47672653,36.04196548,38.73379517,36.68546581,37.7289,37.2542,36.8924,37.3911,37.31665
09/01/2015 01:00,29.71,31.38365746,33.55938721,32.99620438,32.67611313,32.65384054,33.2461,32.6646,33.4417,34.4622,33.45365
09/01/2015 02:00,28.53,28.78240776,29.44249916,30.44750023,29.36122704,29.50840855,28.4894,30.5657,30.8897,30.8661,30.202725
09/01/2015 03:00,23.75,23.55268097,24.36865425,25.73559189,24.89081383,24.63693523,27.5789,26.3123,25.329,25.9521,26.293075
09/01/2015 04:00,16.05,21.96274948,23.27462769,23.90682793,23.7700386,23.22856092,23.6595,23.9729,23.8731,24.2758,23.945325
09/01/2015 05:00,21.44,27.16059685,26.66819,29.21358681,27.62656593,27.6672349,24.6626,28.2956,28.7126,28.0702,27.43525
09/01/2015 06:00,31.86,36.7118454,34.62244415,37.12679291,36.59378052,36.26371574,34.5031,31.8853,36.7764,38.2647,35.357375
09/01/2015 07:00,44,45.67185974,44.19464493,45.57884216,43.70649719,44.78796101,40.224,41.1345,46.4033,47.3252,43.77175
09/01/2015 08:00,45.82,49.40542603,48.94781494,46.83703232,46.06380081,47.81351852,46.1374,43.1318,48.9242,49.0235,46.804225
09/01/2015 09:00,45.59,49.58850861,47.58185577,48.71485901,45.01319504,47.72460461,45.462,43.8865,47.8515,47.4854,46.17135
09/01/2015 10:00,42.52,48.16452789,43.86044312,47.32640457,44.07946777,45.85771084,41.608,40.051,45.286,44.7763,42.930325
09/01/2015 11:00,41.57,47.34975433,42.83901215,46.25476074,43.3018074,44.93633366,40.0146,39.0978,44.3208,44.0168,41.8625
09/01/2015 12:00,41.01,46.50769043,42.33099365,44.65879059,42.34636307,43.96095943,42.3248,43.7949,44.2732,44.0558,43.612175
09/01/2015 13:00,39.24,43.35534286,39.96412659,42.24054337,38.94872284,41.12718391,44.2641,39.8993,41.8793,41.0483,41.77275
09/01/2015 14:00,36.29,40.09415436,36.74580002,39.25883484,35.37879944,37.86939716,37.3892,36.1175,39.3206,38.2977,37.78125
09/01/2015 15:00,29.47,37.22140121,35.78259659,37.18041229,33.17878342,35.84079838,32.19,34.9425,36.5927,35.9268,34.913
09/01/2015 16:00,30.09,36.99931335,36.0858345,36.49902725,34.88129425,36.11636734,31.2557,31.2667,36.7946,37.5787,34.223925
09/01/2015 17:00,35.43,43.23332596,40.064888,42.61557388,37.91669083,40.95761967,37.4164,42.64,41.7873,43.2172,41.265225
09/01/2015 18:00,41,49.13004303,43.77453232,46.76399612,39.3441925,44.75319099,49.4484,43.8106,46.0119,46.6639,46.4837
09/01/2015 19:00,38.95,45.1347084,40.84074402,45.57118988,36.58620453,42.03321171,45.9358,47.5942,43.8792,44.8002,45.55235
09/01/2015 20:00,32.53,39.31567001,34.13500977,40.52362442,31.36997414,36.33606958,40.8462,42.5507,40.8169,41.6833,41.474275
09/01/2015 21:00,26.69,34.75637054,30.60773468,36.34030533,28.64839363,32.58820105,36.4805,38.5468,35.0315,36.8783,36.734275
09/01/2015 22:00,26.56,37.74457169,30.60173035,38.28233719,32.05245972,34.67027473,39.2601,40.6032,36.1481,39.4172,38.85715
09/01/2015 23:00,25.26,37.95190048,29.38425064,38.30717468,30.83159828,34.11873102,39.8612,41.4272,37.273,38.9328,39.37355
10/01/2015 00:00,19.04,23.89821815,21.33035851,23.52246666,21.34848595,22.52488232,23.3157,24.0985,25.9291,27.1917,25.13375
10/01/2015 01:00,15.96,21.07853699,19.83467674,20.79605103,18.07986259,19.94728184,21.2982,20.8299,22.8616,25.3955,22.5963
10/01/2015 02:00,13.7,17.81367874,16.71679878,18.11873817,16.45725632,17.276618,17.1294,17.8352,21.2455,22.4618,19.667975
10/01/2015 03:00,11.01,11.69733906,12.40045929,12.41714668,10.87505817,11.8475008,10.6973,15.0578,15.6194,17.0167,14.5978
10/01/2015 04:00,9.08,9.5320158,9.291069031,9.125796318,7.450413704,8.849823713,6.1735,9.8637,11.1288,12.4705,9.909125
10/01/2015 05:00,9.28,11.63694763,9.929134369,11.39058876,7.090538502,10.01180232,2.0831,9.0212,10.6548,12.1134,8.468125
10/01/2015 06:00,11.76,14.05691528,10.79337311,14.84250259,8.817147255,12.12748456,12.9297,1.9544,8.5703,9.9815,8.358975
10/01/2015 07:00,15.84,16.65399933,12.62777901,17.57780838,12.9927702,14.96308923,14.0647,14.7696,8.7733,9.4512,11.7647
10/01/2015 08:00,16.93,23.76967049,16.23372078,22.06038666,15.97617626,19.50998855,32.5306,10.7504,6.9123,6.1019,14.0738
10/01/2015 09:00,18.11,26.64797783,19.04236412,24.15749931,18.30631256,22.03853846,24.4834,14.0591,14.0151,14.3024,16.715
10/01/2015 10:00,19.19,26.05755997,19.42705345,24.33828926,19.17434502,22.24931192,22.3664,21.7565,18.5434,19.2308,20.474275
10/01/2015 11:00,19.25,23.67651176,21.95597076,25.95407677,21.44740486,23.25849104,16.5774,14.8301,19.8035,20.1117,17.830675
10/01/2015 12:00,20.47,25.50048256,23.25026894,27.3161335,20.05350113,24.03009653,21.2929,20.1082,25.7657,25.2118,23.09465
10/01/2015 13:00,18.21,22.78372574,20.03022766,24.81999016,18.31453705,21.48712015,16.7705,10.7413,23.2121,21.2474,17.992825
10/01/2015 14:00,16.21,19.6523056,17.32342148,21.55148697,12.8789835,17.85154939,13.0619,11.1688,17.8724,14.8882,14.247825
10/01/2015 15:00,11.34,16.68033409,16.43548584,19.84261322,9.528292656,15.62168145,14.3863,8.4256,15.5238,12.6695,12.7513
10/01/2015 16:00,14.15,17.29673004,17.82294655,20.24084854,10.22790146,16.39710665,12.3329,16.1689,16.2607,16.8198,15.395575
10/01/2015 17:00,18.64,23.81202698,21.32107544,25.08305931,17.83875465,22.0137291,20.156,22.7255,23.6789,24.0633,22.655925
10/01/2015 18:00,24.45,32.8503418,25.51740646,29.34778404,24.07870674,27.94855976,27.6528,23.8884,27.864,30.8437,27.562225
10/01/2015 19:00,27.75,30.78166962,25.51904106,30.9147644,25.16148567,28.09424019,30.5028,30.1586,29.9628,30.3185,30.235675
10/01/2015 20:00,24.56,23.11206245,21.46786499,27.42868996,20.0813694,23.0224967,11.0406,29.8627,26.6407,28.0142,23.88955
10/01/2015 21:00,18.75,18.21160316,20.4482975,22.48239517,17.16889763,19.57779837,19.363,22.1094,20.7031,22.3868,21.140575
10/01/2015 22:00,25.81,19.72830391,22.63336754,26.20628929,20.30985832,22.21945477,23.5272,24.7115,21.0708,23.6391,23.23715
10/01/2015 23:00,27.67,21.59441566,21.64496803,25.78639984,21.12109756,22.53672028,23.584,27.542,26.3982,27.8426,26.3417
11/01/2015 00:00,26.95,22.40714073,25.40284538,22.42124367,20.63019562,22.71535635,22.4869,22.2957,23.1616,23.7769,22.930275
11/01/2015 01:00,24.22,18.19402313,21.56568909,20.30629349,16.43380928,19.12495375,18.7451,20.1779,17.0693,19.1431,18.78385
11/01/2015 02:00,27.08,14.77929783,17.48010445,15.84092331,12.48314762,15.1458683,15.4682,14.7738,12.9872,12.7587,13.996975
11/01/2015 03:00,20.91,9.550603867,14.80124474,12.01999855,8.206877708,11.14468122,8.9449,8.5941,5.7853,6.609,7.483325
11/01/2015 04:00,13.09,7.498878479,14.10919952,9.047649384,4.800323486,8.864012718,7.1851,6.9027,1.5077,2.9054,4.625225
11/01/2015 05:00,16.41,8.948389053,14.95955276,9.912281036,6.715116978,10.13383496,9.8931,12.9568,-1.0527,-0.9365,5.215175
11/01/2015 06:00,18.72,6.829849243,16.01821899,14.06614017,10.11105442,11.75631571,6.9673,2.0781,-0.6217,-3.1088,1.328725
11/01/2015 07:00,17.21,17.85775948,19.40588188,16.69186401,13.60581875,16.89033103,4.6745,6.1925,0.061,2.8821,3.452525
11/01/2015 08:00,21.2,20.06502533,23.20193672,20.65963173,16.90953827,20.20903301,13.6264,1.5912,-2.5355,-0.7943,2.97195
11/01/2015 09:00,25.96,22.1988945,26.58259773,27.05528831,20.35056686,24.04683685,15.3078,9.7959,9.6065,10.0398,11.1875
11/01/2015 10:00,28.83,26.40653038,29.1306572,29.72118568,23.12904358,27.09685421,14.6763,15.223,19.9105,20.6355,17.611325
11/01/2015 11:00,30.73,29.61151505,32.36835861,31.00445366,27.69761658,30.17048597,16.6475,23.7254,24.2615,25.2161,22.462625
11/01/2015 12:00,31.8,31.39912987,33.31603622,32.34920883,26.30273247,30.84177685,22.8529,28.0043,31.1225,31.2687,28.3121
11/01/2015 13:00,30.37,28.88791847,30.52296638,29.56630135,23.41028595,28.09686804,11.8333,19.9942,25.9662,26.5997,21.09835
11/01/2015 14:00,23.39,24.62401962,26.63755798,26.04234314,18.46529579,23.94230413,8.9428,21.2337,20.8055,22.1144,18.2741
11/01/2015 15:00,12.7,20.98496819,23.82017899,23.71114349,15.15113258,20.91685581,15.2106,18.2712,15.9719,17.1711,16.6562
11/01/2015 16:00,18.49,23.93706703,25.37171555,25.18549156,16.81165504,22.8264823,13.6303,20.7797,16.1856,16.9683,16.890975
11/01/2015 17:00,25.81,35.87324905,31.96554184,32.18084717,23.75414276,30.94344521,24.2836,30.4036,26.2234,28.189,27.2749
11/01/2015 18:00,35.48,39.96973419,40.28726196,38.67163467,32.58503723,37.87841702,40.4913,38.7005,37.3791,39.2731,38.961
11/01/2015 19:00,42,41.75271606,41.32827377,40.53355408,35.50333023,39.77946854,40.5108,37.7919,42.8377,43.3449,41.121325
11/01/2015 20:00,36.08,38.669487,36.92761993,38.43453979,32.83148956,36.71578407,37.0921,37.0175,39.7219,41.1451,38.74415
11/01/2015 21:00,31.8,33.16951752,35.52698135,33.52019501,30.69009209,33.22669649,29.971,31.0933,33.163,34.9548,32.295525
11/01/2015 22:00,33,32.62146378,37.54100418,35.54349899,33.95903397,34.91625023,34.4753,33.2196,36.2709,37.6478,35.4034
11/01/2015 23:00,32.19,30.73395157,36.39438629,34.03746414,32.06453705,33.30758476,27.5875,32.8733,33.4794,34.9333,32.218375
12/01/2015 00:00,27.59,27.86371613,27.46058083,29.98632813,29.16387558,28.61862516,27.2168,27.2096,28.6094,28.0772,27.77825
12/01/2015 01:00,26.81,27.21042442,24.59136009,27.1308918,28.37121391,26.82597256,22.7518,23.5012,26.3652,26.4396,24.76445
12/01/2015 02:00,25.75,23.71860886,21.91975403,25.58179665,27.95357895,24.79343462,21.0101,22.7046,24.3492,24.1227,23.04665
12/01/2015 03:00,17.86,19.53635597,16.96492958,21.24300003,24.45360184,20.54947186,17.7083,19.8869,18.1764,18.4013,18.543225
12/01/2015 04:00,15.16,17.49379158,15.7507267,19.32324028,20.36731911,18.23376942,17.4987,16.2706,15.7656,15.7011,16.309
12/01/2015 05:00,19.84,25.8243618,22.97396088,25.94143867,25.19309235,24.98321342,24.5738,23.1906,24.3314,24.6823,24.194525
